,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
53,UVA Popular 1,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Área para patinetas

Cancha de básquetbol

Sanitario público
    Menores

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.4,96.0,,Parque,Accesible con silla de ruedas,"6 .,None",http://www.epm.com.co/,Comuna Popular Parques de atracciones,301 3011058 ,"#109- a 109-, Cra. 42b #9634, Moscu II, Medellín, Antioquia",6.2982809,-75.5464762
54,Parque Norte J. Emilio Valderrama,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Menores

Ideal para ir con niños",4.5,582.0,,Parque de atracciones,Accesible con silla de ruedas,,,Comuna Popular Parques de atracciones,72100300 ,"Cra. 53 #115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2726439,-75.5681548
55,Parque Explora,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.8,7024.0,,Museo de ciencias,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.parqueexplora.org/,Comuna Popular Parques de atracciones,(604) 5168300 ,"Cra. 53 #7375, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2716287,-75.565433
56,Parque Arví,"Información  Parque de ecoturismo con diversos senderos, un mercado de comidas, una góndola y deportes de aventura.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Actividades

Senderismo
    Servicios

Área para patinetas

Columpios

Mesas de pícnic

Parrilla para barbacoa

Sanitario público
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.7,22667.0,,Parque,Accesible con silla de ruedas,"9 .,6 pm.",https://www.parquearvi.org/,Comuna Popular Parques de atracciones,(604) 4442979 ,"Via a Piedras Blancas, Medellín, Antioquia",6.2803712,-75.5026504
57,Parque de Toboganes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Parrilla para barbacoa

Sanitario público

Toboganes
    Menores

Área de juegos

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.5,187.0,,Parque,Accesible con silla de ruedas,,,Comuna Popular Parques acuaticos,,"Medellín, Belén, Medellín, Antioquia",6.2379811,-75.580506
58,Chorritos EPM,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Sanitario
    Menores

Ideal para ir con niños",4.7,3.0,,Parque acuático,Accesible con silla de ruedas,"12 .,3 .",,Comuna Popular Parques acuaticos,,"Cl. 32 #N° 50-51, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2336676,-75.5751698
59,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26052.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna Popular Parques acuaticos,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801
60,Parque Explora,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.8,7024.0,,Museo de ciencias,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.parqueexplora.org/,Comuna Popular Parques acuaticos,(604) 5168300 ,"Cra. 53 #7375, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.2716287,-75.565433
61,Aeroparque Juan Pablo II,"Información  Parque acuático con toboganes y piscinas, además de áreas para correr carreras, caminar y andar en bicicleta.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Espacio para guardar equipaje

Restaurante

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Recomendable para ir en familia
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Área de juegos

Ideal para ir con niños",4.4,14931.0,,Parque acuático,Accesible con silla de ruedas,,http://www.aeroparquejuanpablo.gov.co/,Comuna Popular Parques acuaticos,(604) 3401210 ,"Cra. 70 #16, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2200154,-75.5917358
62,La Honda,"Reseñas
5
4
3
2
1
4,1
47 reseñas
  
Escribir una reseña
  

Ordenar",4.1,47.0,,Centro comercial,,,,Comuna Popular Centros comerciales,,"a 107c-33, Cra. 29 #107c-1, Medellín, Antioquia",6.2968855,-75.5404693
63,MetroMall,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.3,1209.0,,Centro comercial,Accesible con silla de ruedas,"6 .,None",,Comuna Popular Centros comerciales,44630946 ,"Madera, Bello, Antioquia",6.3155324,-75.5558925
64,El bulevar del santo,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas",4.6,5.0,,Centro comercial,Accesible con silla de ruedas,"6 .,12 pm.",,Comuna Popular Centros comerciales,,"Cr 32 #102b142, La Esperanza, Medellín, Popular, Medellín, Antioquia",6.2934725,-75.5416961
65,Mall Torres,"Información  Información proporcionada por la empresa

Se identifica como mujer empresaria
    Servicios

Tiene Wi-Fi pago",4.6,94.0,,Centro comercial,,"12 pm.,6 .",,Comuna Popular Centros comerciales,,"Cra. 55 #25-18, Manantiales, Bello, Antioquia",6.314681,-75.5607874
66,Los laureles,"Reseñas
5
4
3
2
1
5,0
1 reseña
  
Escribir una reseña
  

Ordenar",5.0,1.0,,Centro comercial,,,,Comuna Popular Centros comerciales,,"Bello - Medellin, Santa Rita, Medellín, Bello, Antioquia",6.3104978,-75.5500915
67,Centro Comercial La Cabañita,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.7,16.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",,Comuna Popular Centros comerciales,300 4852208 ,"Cra. 53 #98, Vegas De La Cabana, Bello, Antioquia",6.3136233,-75.5596244
68,Centro Comercial Puerta del Norte,"Información  Centro comercial cubierto con tiendas de cadena familiares, supermercado, cine, patio de comidas y juegos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade",4.5,36595.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.puertadelnorte.com/,Comuna Popular Centros comerciales,(604) 4827792 ,"Autopista Nte. #34-67, Hermosa Provincia, Bello, Antioquia",6.339319,-75.5430007
69,Florida Parque Comercial,"Información  Sitio cubierto con tiendas de accesorios, ropa y artículos deportivos, supermercados, cines y área recreativa.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento gratuito",4.6,37038.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.floridapc.co/,Comuna Popular Centros comerciales,(604) 5202880 ,"Cl. 71 #65 - 150, El Progreso, Medellín, Castilla, Medellín, Antioquia",6.2706578,-75.5767491
70,Unión Plaza Centro Comercial,"Información  Plaza de venta minorista cubierta y al aire libre de ambiente encantador y retro con muchas tiendas y cafeterías.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Servicios

Sanitario

Sanitarios unisex

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.4,3787.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",https://www.unionplaza.com.co/,Comuna Popular Centros comerciales,(604) 4082649 ,"Cra. 50 #52-50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2513247,-75.5668109
71,MAXIOFERTAS,"Reseñas
5
4
3
2
1
5,0
1 reseña
  
Escribir una reseña
  

Ordenar",5.0,1.0,,Centro comercial,,,,Comuna Popular Centros comerciales,314 5865972 ,"Cra. 42b #110b-95, Santo Domingo Savio I, Medellín, Popular, Medellín, Antioquia",6.2984891,-75.5465139
72,Mahe Beer,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de débito

Tarjetas de crédito",4.8,55.0,,Bar,No accesible con silla de ruedas,"9 pm.,6 .",,Comuna Popular Bares,300 2909067 ,"Cra. 33a #106b 04, Cl 106A #1, Medellín, Antioquia",6.2940055,-75.5428171
73,Rancho Verde,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Restaurante

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Estacionamiento gratuito
    Mascotas

Se permiten perros",4.2,259.0,$,Bar musical,,"9 .,6 .",,Comuna Popular Bares,,"a 110b-97, Cra. 30 #110b-1, Medellín, Antioquia",6.2998323,-75.542461
74,Bar caliche-ché,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",,,,Bar,,,,Comuna Popular Bares,319 2719806 ,"050002, Santo domingo Savio #2, Medellín, Antioquia",6.2997316,-75.5423813
75,BAR WIN LA JUGADA,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.9,14.0,,Bar,,"12 pm.,6 .",,Comuna Popular Bares,314 6086862 ,"Cra. 29 #101b-55, Medellín, Popular, Medellín, Antioquia",6.2908639,-75.5412281
76,Closover,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Informal
    Público usual

Grupos",,,,Bar,,,,Comuna Popular Bares,,"Cl. 111, Popular, Medellín, Popular, Medellín, Antioquia",6.3011494,-75.547184
77,Fonda De Níno,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.4,33.0,$,Bar,,,,Comuna Popular Bares,,"Cl. 103 # 42c, Villa Del Socorro, Medellín, Popular, Medellín, Antioquia",6.2923273,-75.5496773
78,Compa Bar Classicos De Rock,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Deportes

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito en la calle",4.6,177.0,$$,Bar,,"3 pm.,6 .",,Comuna Popular Bares,,"Cl. 92 #40-3, La Salle, Medellín, Manrique, Medellín, Antioquia",6.283474,-75.5490725
79,Fonda LA PATRONA,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",,,,Bar,,"9 .,6 .",https://www.instagram.com/fonda_lapatronaa?igsh=MWVqNGdzdDVsdXJhYw==,Comuna Popular Bares,,"Cra. 29, La Avanzada, Medellín, Popular, Medellín, Antioquia",6.2952149,-75.540873
