,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon,bayesian_mean,Comuna
62,La Honda,"Reseñas
5
4
3
2
1
4,1
47 reseñas
  
Escribir una reseña
  

Ordenar",4.1,47.0,,Centro comercial,,,,Comuna Popular Centros comerciales,,"a 107c-33, Cra. 29 #107c-1, Medellín, Antioquia",6.2968855,-75.5404693,4.082456140350877,Popular
63,MetroMall,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.3,1209.0,,Centro comercial,Accesible con silla de ruedas,"6 .,None",,Comuna Popular Centros comerciales,44630946 ,"Madera, Bello, Antioquia",6.3155324,-75.5558925,4.297538966365874,Popular
65,Mall Torres,"Información  Información proporcionada por la empresa

Se identifica como mujer empresaria
    Servicios

Tiene Wi-Fi pago",4.6,94.0,,Centro comercial,,"12 pm.,6 .",,Comuna Popular Centros comerciales,,"Cra. 55 #25-18, Manantiales, Bello, Antioquia",6.314681,-75.5607874,4.542307692307692,Popular
67,Centro Comercial La Cabañita,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.7,16.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",,Comuna Popular Centros comerciales,300 4852208 ,"Cra. 53 #98, Vegas De La Cabana, Bello, Antioquia",6.3136233,-75.5596244,4.430769230769231,Popular
68,Centro Comercial Puerta del Norte,"Información  Centro comercial cubierto con tiendas de cadena familiares, supermercado, cine, patio de comidas y juegos.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade",4.5,36595.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.puertadelnorte.com/,Comuna Popular Centros comerciales,(604) 4827792 ,"Autopista Nte. #34-67, Hermosa Provincia, Bello, Antioquia",6.339319,-75.5430007,4.499863406638437,Popular
69,Florida Parque Comercial,"Información  Sitio cubierto con tiendas de accesorios, ropa y artículos deportivos, supermercados, cines y área recreativa.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento gratuito",4.6,37038.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.floridapc.co/,Comuna Popular Centros comerciales,(604) 5202880 ,"Cl. 71 #65 - 150, El Progreso, Medellín, Castilla, Medellín, Antioquia",6.2706578,-75.5767491,4.59983804793781,Popular
70,Unión Plaza Centro Comercial,"Información  Plaza de venta minorista cubierta y al aire libre de ambiente encantador y retro con muchas tiendas y cafeterías.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Información proporcionada por la empresa

Se identifica como mujer empresaria
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Servicios

Sanitario

Sanitarios unisex

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.4,3787.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",https://www.unionplaza.com.co/,Comuna Popular Centros comerciales,(604) 4082649 ,"Cra. 50 #52-50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2513247,-75.5668109,4.398946536739532,Popular
72,Mahe Beer,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Retiros en la puerta

Entrega a domicilio

Para llevar

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de débito

Tarjetas de crédito",4.8,55.0,,Bar,No accesible con silla de ruedas,"9 pm.,6 .",,Comuna Popular Bares,300 2909067 ,"Cra. 33a #106b 04, Cl 106A #1, Medellín, Antioquia",6.2940055,-75.5428171,4.676923076923077,Popular
73,Rancho Verde,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Restaurante

Sanitario

Tiene bar
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Estacionamiento gratuito
    Mascotas

Se permiten perros",4.2,259.0,$,Bar musical,,"9 .,6 .",,Comuna Popular Bares,,"a 110b-97, Cra. 30 #110b-1, Medellín, Antioquia",6.2998323,-75.542461,4.192565055762081,Popular
75,BAR WIN LA JUGADA,"Información  Opciones de servicio

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.9,14.0,,Bar,,"12 pm.,6 .",,Comuna Popular Bares,314 6086862 ,"Cra. 29 #101b-55, Medellín, Popular, Medellín, Antioquia",6.2908639,-75.5412281,4.525,Popular
77,Fonda De Níno,"Información  Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.4,33.0,$,Bar,,,,Comuna Popular Bares,,"Cl. 103 # 42c, Villa Del Socorro, Medellín, Popular, Medellín, Antioquia",6.2923273,-75.5496773,4.306976744186047,Popular
78,Compa Bar Classicos De Rock,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Asientos al aire libre

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Deportes

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Hay suficiente espacio

Estacionamiento gratuito en la calle",4.6,177.0,$$,Bar,,"3 pm.,6 .",,Comuna Popular Bares,,"Cl. 92 #40-3, La Salle, Medellín, Manrique, Medellín, Antioquia",6.283474,-75.5490725,4.567914438502673,Popular
81,Breaking bar medellin,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Estacionamiento

Estacionamiento gratuito en la calle",4.5,201.0,,Bar,No accesible con silla de ruedas,"6 pm.,6 .",,Comuna Popular Bares,300 5750207 ,"Av. 80 #45g-19, La Floresta, Medellín, La América, Medellín, Antioquia",6.2555905,-75.5986595,4.476303317535545,Popular
83,Discoteca Brutal Medellin,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Lugar para bailar

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito",4.2,740.0,$$,Discoteca,,"6 pm.,6 .",http://www.instagram.com/discotecabrutal,Comuna Popular Discotecas,300 2994747 ,"Carrera 70, Cq. 2 #19, Medellín, Antioquia",6.2455152,-75.5894044,4.197333333333333,Popular
84,Kauffo Discobar,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Lugar para bailar
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.7,83.0,$ 20.000-30.000,Discoteca,Accesible con silla de ruedas,"12 pm.,6 .",http://www.facebook.com/kauffo,Comuna Popular Discotecas,42307488 ,"Cra. 74 #48-67, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2571841,-75.591924,4.624731182795699,Popular
85,Discoteca Oye bonita la 70,"Información  Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se requieren reservas

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.4,293.0,$$,Discoteca,,"6 pm.,6 .",https://www.instagram.com/oyebonitala70/,Comuna Popular Discotecas,320 4981220 ,"Cra. 70 #4 - 11, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2468249,-75.5892603,4.3867986798679866,Popular
86,Zenith Room Fest,"Reseñas
5
4
3
2
1
4,4
396 reseñas
  
Escribir una reseña
  

Ordenar
Todas
ambiente
9
fiesta
7
DJ
3
vista
2
diversión
2
10/10
2
pagar
2
precios
2",4.4,396.0,,Club de baile,,"9 pm.,6 .",,Comuna Popular Discotecas,317 2212615 ,"carrera 45 # 69-41int 401, Medellín, Antioquia",6.264714,-75.555423,4.390147783251232,Popular
87,Son De La 70,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.1,224.0,$$,Discoteca,Accesible con silla de ruedas,,,Comuna Popular Discotecas,314 3962984 ,"Blvr. Libertadores De América #45E-141, Laureles - Estadio, San Juan, Medellín, Laureles, Medellín, Antioquia",6.2520288,-75.5882487,4.095726495726495,Popular
88,Miranda disco Medellín,"Información  Opciones de servicio

Consumo en el lugar

Entrega a domicilio
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se requieren reservas

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.1,467.0,Más de $100 K,Club nocturno,,"9 pm.,6 .",https://wa.link/39e5fu,Comuna Popular Discotecas,,"Cra. 41 #9-22, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.209446,-75.5688073,4.0979035639412995,Popular
89,Canalon la 70,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Lugar para bailar

Vino
    Servicios

Sanitario
    Ambiente

Agradable
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.2,741.0,$$,Discoteca,No accesible con silla de ruedas,"9 pm.,6 .",https://www.facebook.com/CanalonBarLa70/,Comuna Popular Discotecas,304 3255426 ,"Cq. 2 #47-101, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2457569,-75.589359,4.197336884154461,Popular
90,Salón Amador,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario

Sanitarios unisex

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Es difícil encontrar espacio",4.3,362.0,Más de $100 K,Club nocturno,No accesible con silla de ruedas,"12 .,6 .",https://www.instagram.com/salonamador/,Comuna Popular Discotecas,310 5260880 ,"Cl 10 #40-30, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6.2098969,-75.5682776,4.291935483870968,Popular
